"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"167","GO:0009755","hormone-mediated signaling pathway",1086,4,2.01,167,"1.000","0.1392"
"168","GO:0000956","nuclear-transcribed mRNA catabolic process",81,1,0.15,168,"1.000","0.1393"
"169","GO:0042274","ribosomal small subunit biogenesis",85,1,0.16,169,"1.000","0.1456"
"170","GO:0006793","phosphorus metabolic process",1950,6,3.6,170,"1.000","0.1469"
"171","GO:0050896","response to stimulus",9120,23,16.84,171,"1.000","0.1477"
"172","GO:0006914","autophagy",88,1,0.16,172,"0.150","0.1504"
"173","GO:0061919","process utilizing autophagic mechanism",88,1,0.16,173,"1.000","0.1504"
"174","GO:0090693","plant organ senescence",374,2,0.69,174,"1.000","0.1515"
"175","GO:0048582","positive regulation of post-embryonic development",93,1,0.17,175,"1.000","0.1582"
"176","GO:0010629","negative regulation of gene expression",390,2,0.72,176,"1.000","0.1619"
"177","GO:0051274","beta-glucan biosynthetic process",96,1,0.18,177,"1.000","0.1629"
"178","GO:0009311","oligosaccharide metabolic process",96,1,0.18,178,"1.000","0.1629"
"179","GO:0000724","double-strand break repair via homologous recombination",96,1,0.18,179,"0.163","0.1629"
"180","GO:0009615","response to virus",99,1,0.18,180,"0.168","0.1675"
"181","GO:0043170","macromolecule metabolic process",10504,23,19.4,181,"1.000","0.1681"
"182","GO:0051273","beta-glucan metabolic process",103,1,0.19,182,"1.000","0.1737"
"183","GO:0000725","recombinational repair",103,1,0.19,183,"1.000","0.1737"
"184","GO:0009414","response to water deprivation",1188,4,2.19,184,"0.175","0.1749"
"185","GO:0044238","primary metabolic process",11725,26,21.65,185,"1.000","0.1779"
"186","GO:0044242","cellular lipid catabolic process",108,1,0.2,186,"1.000","0.1813"
"187","GO:0048519","negative regulation of biological process",1639,5,3.03,187,"1.000","0.1827"
"188","GO:0071704","organic substance metabolic process",13495,29,24.92,188,"1.000","0.1843"
"189","GO:0090150","establishment of protein localization to membrane",110,1,0.2,189,"1.000","0.1844"
"190","GO:0051240","positive regulation of multicellular organismal process",114,1,0.21,190,"1.000","0.1904"
"191","GO:0010033","response to organic substance",4399,14,8.12,191,"1.000","0.1941"
"192","GO:0034470","ncRNA processing",447,2,0.83,192,"1.000","0.1997"
"193","GO:0016042","lipid catabolic process",122,1,0.23,193,"1.000","0.2024"
"194","GO:0009627","systemic acquired resistance",123,1,0.23,194,"1.000","0.2038"
"195","GO:0006396","RNA processing",853,3,1.58,195,"1.000","0.2080"
"196","GO:0044262","cellular carbohydrate metabolic process",461,2,0.85,196,"1.000","0.2091"
"197","GO:0006402","mRNA catabolic process",127,1,0.23,197,"1.000","0.2097"
"198","GO:0009411","response to UV",128,1,0.24,198,"1.000","0.2112"
"199","GO:0009741","response to brassinosteroid",129,1,0.24,199,"0.213","0.2127"
"200","GO:0009968","negative regulation of signal transduction",129,1,0.24,200,"1.000","0.2127"
"201","GO:0009415","response to water",1290,4,2.38,201,"1.000","0.2135"
"202","GO:0023057","negative regulation of signaling",130,1,0.24,202,"1.000","0.2141"
"203","GO:0010648","negative regulation of cell communication",130,1,0.24,203,"1.000","0.2141"
"204","GO:0009966","regulation of signal transduction",472,2,0.87,204,"1.000","0.2166"
"205","GO:0090697","post-embryonic plant organ morphogenesis",134,1,0.25,205,"1.000","0.2199"
"206","GO:0042221","response to chemical",5057,15,9.34,206,"1.000","0.2203"
"207","GO:0009060","aerobic respiration",136,1,0.25,207,"1.000","0.2228"
"208","GO:0023051","regulation of signaling",482,2,0.89,208,"1.000","0.2234"
"209","GO:0045017","glycerolipid biosynthetic process",138,1,0.25,209,"1.000","0.2257"
"210","GO:0006302","double-strand break repair",139,1,0.26,210,"1.000","0.2272"
"211","GO:0010646","regulation of cell communication",489,2,0.9,211,"1.000","0.2282"
"212","GO:0007165","signal transduction",2239,6,4.13,212,"0.737","0.2285"
"213","GO:0022900","electron transport chain",141,1,0.26,213,"1.000","0.2300"
"214","GO:0051052","regulation of DNA metabolic process",142,1,0.26,214,"1.000","0.2315"
"215","GO:1905957","regulation of cellular response to alcohol",143,1,0.26,215,"1.000","0.2329"
"216","GO:0009787","regulation of abscisic acid-activated signaling pathway",143,1,0.26,216,"1.000","0.2329"
"217","GO:1901419","regulation of response to alcohol",143,1,0.26,217,"1.000","0.2329"
"218","GO:0016071","mRNA metabolic process",499,2,0.92,218,"1.000","0.2350"
"219","GO:0072657","protein localization to membrane",148,1,0.27,219,"1.000","0.2400"
"220","GO:0006401","RNA catabolic process",148,1,0.27,220,"1.000","0.2400"
"221","GO:0019538","protein metabolic process",4711,11,8.7,221,"1.000","0.2401"
"222","GO:0023052","signaling",2280,6,4.21,222,"1.000","0.2412"
"223","GO:0000272","polysaccharide catabolic process",150,1,0.28,223,"1.000","0.2428"
"224","GO:0001558","regulation of cell growth",150,1,0.28,224,"1.000","0.2428"
"225","GO:0009250","glucan biosynthetic process",151,1,0.28,225,"1.000","0.2442"
"226","GO:1905393","plant organ formation",151,1,0.28,226,"1.000","0.2442"
"227","GO:0051094","positive regulation of developmental process",156,1,0.29,227,"1.000","0.2512"
"228","GO:0006470","protein dephosphorylation",156,1,0.29,228,"0.251","0.2512"
"229","GO:0048583","regulation of response to stimulus",1387,4,2.56,229,"1.000","0.2524"
"230","GO:0034660","ncRNA metabolic process",533,2,0.98,230,"1.000","0.2583"
"231","GO:0045333","cellular respiration",163,1,0.3,231,"1.000","0.2609"
"232","GO:0070727","cellular macromolecule localization",965,3,1.78,232,"0.125","0.2632"
"233","GO:0031047","RNA-mediated gene silencing",165,1,0.3,233,"1.000","0.2637"
"234","GO:0005976","polysaccharide metabolic process",545,2,1.01,234,"1.000","0.2666"
"235","GO:0007623","circadian rhythm",168,1,0.31,235,"1.000","0.2678"
"236","GO:0048511","rhythmic process",168,1,0.31,236,"1.000","0.2678"
"237","GO:0007005","mitochondrion organization",169,1,0.31,237,"1.000","0.2691"
"238","GO:0006260","DNA replication",170,1,0.31,238,"1.000","0.2705"
"239","GO:0042430","indole-containing compound metabolic process",170,1,0.31,239,"1.000","0.2705"
"240","GO:0016054","organic acid catabolic process",173,1,0.32,240,"1.000","0.2746"
"241","GO:0046395","carboxylic acid catabolic process",173,1,0.32,241,"1.000","0.2746"
"242","GO:0015980","energy derivation by oxidation of organic compounds",178,1,0.33,242,"1.000","0.2813"
"243","GO:0051668","localization within membrane",178,1,0.33,243,"1.000","0.2813"
"244","GO:0034655","nucleobase-containing compound catabolic process",180,1,0.33,244,"1.000","0.2839"
"245","GO:0044260","cellular macromolecule metabolic process",2417,6,4.46,245,"1.000","0.2852"
"246","GO:0009637","response to blue light",183,1,0.34,246,"1.000","0.2879"
"247","GO:0098655","monoatomic cation transmembrane transport",183,1,0.34,247,"1.000","0.2879"
"248","GO:0006310","DNA recombination",184,1,0.34,248,"1.000","0.2893"
"249","GO:0009909","regulation of flower development",188,1,0.35,249,"1.000","0.2945"
"250","GO:0098662","inorganic cation transmembrane transport",188,1,0.35,250,"1.000","0.2945"
"251","GO:0006457","protein folding",188,1,0.35,251,"0.295","0.2945"
"252","GO:0030163","protein catabolic process",586,2,1.08,252,"0.134","0.2948"
"253","GO:0046486","glycerolipid metabolic process",192,1,0.35,253,"1.000","0.2998"
"254","GO:0046777","protein autophosphorylation",195,1,0.36,254,"0.304","0.3037"
"255","GO:0007154","cell communication",2485,6,4.59,255,"1.000","0.3078"
"256","GO:0051093","negative regulation of developmental process",199,1,0.37,256,"1.000","0.3089"
"257","GO:0010118","stomatal movement",201,1,0.37,257,"0.311","0.3114"
"258","GO:0042742","defense response to bacterium",1066,3,1.97,258,"0.314","0.3145"
"259","GO:0006259","DNA metabolic process",615,2,1.14,259,"1.000","0.3147"
"260","GO:0048831","regulation of shoot system development",205,1,0.38,260,"1.000","0.3166"
"261","GO:0044265","cellular macromolecule catabolic process",621,2,1.15,261,"1.000","0.3188"
"262","GO:0090696","post-embryonic plant organ development",208,1,0.38,262,"1.000","0.3204"
"263","GO:0034220","monoatomic ion transmembrane transport",212,1,0.39,263,"1.000","0.3254"
"264","GO:0044255","cellular lipid metabolic process",1088,3,2.01,264,"0.648","0.3258"
"265","GO:0009753","response to jasmonic acid",633,2,1.17,265,"1.000","0.3270"
"266","GO:0033692","cellular polysaccharide biosynthetic process",216,1,0.4,266,"1.000","0.3304"
"267","GO:0071456","cellular response to hypoxia",217,1,0.4,267,"0.332","0.3317"
"268","GO:0048518","positive regulation of biological process",1576,4,2.91,268,"1.000","0.3318"
"269","GO:0036294","cellular response to decreased oxygen levels",219,1,0.4,269,"1.000","0.3342"
"270","GO:0071453","cellular response to oxygen levels",219,1,0.4,270,"1.000","0.3342"
"271","GO:0016567","protein ubiquitination",644,2,1.19,271,"0.681","0.3345"
"272","GO:0010035","response to inorganic substance",2076,5,3.83,272,"1.000","0.3369"
"273","GO:0006721","terpenoid metabolic process",223,1,0.41,273,"1.000","0.3391"
"274","GO:0009628","response to abiotic stimulus",4621,10,8.53,274,"1.000","0.3433"
"275","GO:0016311","dephosphorylation",229,1,0.42,275,"1.000","0.3465"
"276","GO:0010608","post-transcriptional regulation of gene expression",230,1,0.42,276,"1.000","0.3477"
"277","GO:0090698","post-embryonic plant morphogenesis",230,1,0.42,277,"1.000","0.3477"
"278","GO:0030001","metal ion transport",231,1,0.43,278,"1.000","0.3489"
"279","GO:0048366","leaf development",666,2,1.23,279,"1.000","0.3494"
"280","GO:0070542","response to fatty acid",667,2,1.23,280,"1.000","0.3501"
"281","GO:0044282","small molecule catabolic process",232,1,0.43,281,"1.000","0.3501"
"282","GO:0032446","protein modification by small protein conjugation",674,2,1.24,282,"1.000","0.3548"
"283","GO:0098660","inorganic ion transmembrane transport",236,1,0.44,283,"1.000","0.3550"
"284","GO:0019760","glucosinolate metabolic process",237,1,0.44,284,"1.000","0.3562"
"285","GO:0019757","glycosinolate metabolic process",237,1,0.44,285,"1.000","0.3562"
"286","GO:0016143","S-glycoside metabolic process",237,1,0.44,286,"1.000","0.3562"
"287","GO:0009892","negative regulation of metabolic process",1152,3,2.13,287,"0.465","0.3586"
"288","GO:0010038","response to metal ion",242,1,0.45,288,"1.000","0.3622"
"289","GO:0016052","carbohydrate catabolic process",245,1,0.45,289,"1.000","0.3657"
"290","GO:0006605","protein targeting",247,1,0.46,290,"1.000","0.3681"
"291","GO:0034637","cellular carbohydrate biosynthetic process",259,1,0.48,291,"1.000","0.3821"
"292","GO:0006364","rRNA processing",260,1,0.48,292,"1.000","0.3833"
"293","GO:0009723","response to ethylene",265,1,0.49,293,"0.389","0.3890"
"294","GO:0051276","chromosome organization",265,1,0.49,294,"1.000","0.3890"
"295","GO:0033036","macromolecule localization",1212,3,2.24,295,"1.000","0.3892"
"296","GO:1901564","organonitrogen compound metabolic process",6364,13,11.75,296,"1.000","0.3895"
"297","GO:1901657","glycosyl compound metabolic process",269,1,0.5,297,"1.000","0.3936"
"298","GO:0006720","isoprenoid metabolic process",271,1,0.5,298,"1.000","0.3958"
"299","GO:0016072","rRNA metabolic process",273,1,0.5,299,"1.000","0.3981"
"300","GO:0045087","innate immune response",273,1,0.5,300,"0.398","0.3981"
"301","GO:0000271","polysaccharide biosynthetic process",277,1,0.51,301,"1.000","0.4026"
"302","GO:0061024","membrane organization",277,1,0.51,302,"1.000","0.4026"
"303","GO:0099402","plant organ development",2255,5,4.16,303,"1.000","0.4047"
"304","GO:0046700","heterocycle catabolic process",280,1,0.52,304,"1.000","0.4059"
"305","GO:0044270","cellular nitrogen compound catabolic process",281,1,0.52,305,"1.000","0.4070"
"306","GO:0048585","negative regulation of response to stimulus",282,1,0.52,306,"1.000","0.4081"
"307","GO:0072594","establishment of protein localization to organelle",285,1,0.53,307,"1.000","0.4114"
"308","GO:0048437","floral organ development",287,1,0.53,308,"1.000","0.4136"
"309","GO:0048523","negative regulation of cellular process",763,2,1.41,309,"1.000","0.4138"
"310","GO:0070647","protein modification by small protein conjugation or removal",770,2,1.42,310,"1.000","0.4183"
"311","GO:0031347","regulation of defense response",776,2,1.43,311,"0.422","0.4222"
"312","GO:0009648","photoperiodism",296,1,0.55,312,"1.000","0.4234"
"313","GO:0006955","immune response",300,1,0.55,313,"1.000","0.4277"
"314","GO:0048646","anatomical structure formation involved in morphogenesis",300,1,0.55,314,"1.000","0.4277"
"315","GO:0001666","response to hypoxia",303,1,0.56,315,"1.000","0.4309"
"316","GO:0050789","regulation of biological process",7603,15,14.04,316,"1.000","0.4332"
"317","GO:0019439","aromatic compound catabolic process",306,1,0.57,317,"1.000","0.4341"
"318","GO:0003002","regionalization",306,1,0.57,318,"1.000","0.4341"
"319","GO:0006812","monoatomic cation transport",309,1,0.57,319,"1.000","0.4373"
"320","GO:0036293","response to decreased oxygen levels",315,1,0.58,320,"1.000","0.4436"
"321","GO:0006397","mRNA processing",315,1,0.58,321,"0.444","0.4436"
"322","GO:0070482","response to oxygen levels",316,1,0.58,322,"1.000","0.4446"
"323","GO:0010605","negative regulation of macromolecule metabolic process",812,2,1.5,323,"1.000","0.4452"
"324","GO:0048316","seed development",1334,3,2.46,324,"0.245","0.4504"
"325","GO:1901361","organic cyclic compound catabolic process",334,1,0.62,325,"1.000","0.4631"
"326","GO:0006281","DNA repair",342,1,0.63,326,"1.000","0.4711"
