"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"35","GO:1902494","catalytic complex",1378,1,0.42,35,"1.0000","1.0000"
"36","GO:0043189","H4/H2A histone acetyltransferase complex",23,1,0.01,36,"1.0000","1.0000"
"37","GO:0070603","SWI/SNF superfamily-type complex",67,1,0.02,37,"1.0000","1.0000"
"38","GO:0140513","nuclear protein-containing complex",792,1,0.24,38,"1.0000","1.0000"
"39","GO:0031248","protein acetyltransferase complex",79,1,0.02,39,"1.0000","1.0000"
"40","GO:0043232","intracellular non-membrane-bounded organelle",2440,1,0.75,40,"1.0000","1.0000"
"41","GO:0043233","organelle lumen",1100,1,0.34,41,"1.0000","1.0000"
"42","GO:0031981","nuclear lumen",930,1,0.29,42,"1.0000","1.0000"
"43","GO:0070013","intracellular organelle lumen",1100,1,0.34,43,"1.0000","1.0000"
"44","GO:1902562","H4 histone acetyltransferase complex",28,1,0.01,44,"1.0000","1.0000"
"45","GO:0043228","non-membrane-bounded organelle",2440,1,0.75,45,"1.0000","1.0000"
"46","GO:0005575","cellular_component",22839,7,7,46,"1.0000","1.0000"
"47","GO:0000123","histone acetyltransferase complex",67,1,0.02,47,"1.0000","1.0000"
"48","GO:0005694","chromosome",417,1,0.13,48,"1.0000","1.0000"
"49","GO:0000228","nuclear chromosome",124,1,0.04,49,"1.0000","1.0000"
"50","GO:0032991","protein-containing complex",2925,1,0.9,50,"1.0000","1.0000"
"51","GO:1904949","ATPase complex",144,1,0.04,51,"1.0000","1.0000"
"52","GO:0000109","nucleotide-excision repair complex",7,0,0,52,"1.0000","1.0000"
"53","GO:0000124","SAGA complex",15,0,0,53,"1.0000","1.0000"
"54","GO:0000127","transcription factor TFIIIC complex",7,0,0,54,"1.0000","1.0000"
"55","GO:0000137","Golgi cis cisterna",50,0,0.02,55,"1.0000","1.0000"
"56","GO:0000138","Golgi trans cisterna",97,0,0.03,56,"1.0000","1.0000"
"57","GO:0000139","Golgi membrane",87,0,0.03,57,"1.0000","1.0000"
"58","GO:0000145","exocyst",35,0,0.01,58,"1.0000","1.0000"
"59","GO:0000148","1,3-beta-D-glucan synthase complex",11,0,0,59,"1.0000","1.0000"
"60","GO:0000151","ubiquitin ligase complex",287,0,0.09,60,"1.0000","1.0000"
"61","GO:0000152","nuclear ubiquitin ligase complex",30,0,0.01,61,"1.0000","1.0000"
"62","GO:0000153","cytoplasmic ubiquitin ligase complex",10,0,0,62,"1.0000","1.0000"
"63","GO:0000159","protein phosphatase type 2A complex",26,0,0.01,63,"1.0000","1.0000"
"64","GO:0000164","protein phosphatase type 1 complex",5,0,0,64,"1.0000","1.0000"
"65","GO:0000176","nuclear exosome (RNase complex)",18,0,0.01,65,"1.0000","1.0000"
"66","GO:0000177","cytoplasmic exosome (RNase complex)",12,0,0,66,"1.0000","1.0000"
"67","GO:0000178","exosome (RNase complex)",24,0,0.01,67,"1.0000","1.0000"
"68","GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain",7,0,0,68,"1.0000","1.0000"
"69","GO:0000243","commitment complex",13,0,0,69,"1.0000","1.0000"
"70","GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",14,0,0,70,"1.0000","1.0000"
"71","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",14,0,0,71,"1.0000","1.0000"
"72","GO:0000307","cyclin-dependent protein kinase holoenzyme complex",70,0,0.02,72,"1.0000","1.0000"
"73","GO:0000311","plastid large ribosomal subunit",8,0,0,73,"1.0000","1.0000"
"74","GO:0000312","plastid small ribosomal subunit",11,0,0,74,"1.0000","1.0000"
"75","GO:0000313","organellar ribosome",73,0,0.02,75,"1.0000","1.0000"
"76","GO:0000314","organellar small ribosomal subunit",28,0,0.01,76,"1.0000","1.0000"
"77","GO:0000315","organellar large ribosomal subunit",40,0,0.01,77,"1.0000","1.0000"
"78","GO:0000322","storage vacuole",19,0,0.01,78,"1.0000","1.0000"
"79","GO:0000323","lytic vacuole",44,0,0.01,79,"1.0000","1.0000"
"80","GO:0000325","plant-type vacuole",864,0,0.26,80,"1.0000","1.0000"
"81","GO:0000326","protein storage vacuole",19,0,0.01,81,"1.0000","1.0000"
"82","GO:0000346","transcription export complex",7,0,0,82,"1.0000","1.0000"
"83","GO:0000347","THO complex",14,0,0,83,"1.0000","1.0000"
"84","GO:0000407","phagophore assembly site",20,0,0.01,84,"1.0000","1.0000"
"85","GO:0000418","RNA polymerase IV complex",11,0,0,85,"1.0000","1.0000"
"86","GO:0000419","RNA polymerase V complex",20,0,0.01,86,"1.0000","1.0000"
"87","GO:0000427","plastid-encoded plastid RNA polymerase complex",13,0,0,87,"1.0000","1.0000"
"88","GO:0000428","DNA-directed RNA polymerase complex",123,0,0.04,88,"1.0000","1.0000"
"89","GO:0000445","THO complex part of transcription export complex",6,0,0,89,"1.0000","1.0000"
"90","GO:0000502","proteasome complex",64,0,0.02,90,"1.0000","1.0000"
"91","GO:0000775","chromosome, centromeric region",54,0,0.02,91,"1.0000","1.0000"
"92","GO:0000776","kinetochore",26,0,0.01,92,"1.0000","1.0000"
"93","GO:0000779","condensed chromosome, centromeric region",32,0,0.01,93,"1.0000","1.0000"
"94","GO:0000781","chromosome, telomeric region",10,0,0,94,"1.0000","1.0000"
"95","GO:0000786","nucleosome",13,0,0,95,"1.0000","1.0000"
"96","GO:0000791","euchromatin",11,0,0,96,"1.0000","1.0000"
"97","GO:0000792","heterochromatin",16,0,0,97,"1.0000","1.0000"
"98","GO:0000793","condensed chromosome",71,0,0.02,98,"1.0000","1.0000"
"99","GO:0000794","condensed nuclear chromosome",22,0,0.01,99,"1.0000","1.0000"
"100","GO:0000796","condensin complex",9,0,0,100,"1.0000","1.0000"
"101","GO:0000808","origin recognition complex",7,0,0,101,"1.0000","1.0000"
"102","GO:0000813","ESCRT I complex",7,0,0,102,"1.0000","1.0000"
"103","GO:0000815","ESCRT III complex",13,0,0,103,"1.0000","1.0000"
"104","GO:0000835","ER ubiquitin ligase complex",5,0,0,104,"1.0000","1.0000"
"105","GO:0000836","Hrd1p ubiquitin ligase complex",5,0,0,105,"1.0000","1.0000"
"106","GO:0000922","spindle pole",8,0,0,106,"1.0000","1.0000"
"107","GO:0000930","gamma-tubulin complex",7,0,0,107,"1.0000","1.0000"
"108","GO:0000932","P-body",81,0,0.02,108,"1.0000","1.0000"
"109","GO:0000938","GARP complex",5,0,0,109,"1.0000","1.0000"
"110","GO:0000940","outer kinetochore",13,0,0,110,"1.0000","1.0000"
"111","GO:0000974","Prp19 complex",16,0,0,111,"1.0000","1.0000"
"112","GO:0002189","ribose phosphate diphosphokinase complex",5,0,0,112,"1.0000","1.0000"
"113","GO:0005576","extracellular region",2423,0,0.74,113,"1.0000","1.0000"
"114","GO:0005615","extracellular space",112,0,0.03,114,"1.0000","1.0000"
"115","GO:0005618","cell wall",578,0,0.18,115,"1.0000","1.0000"
"116","GO:0005635","nuclear envelope",122,0,0.04,116,"1.0000","1.0000"
"117","GO:0005643","nuclear pore",46,0,0.01,117,"1.0000","1.0000"
"118","GO:0005657","replication fork",45,0,0.01,118,"1.0000","1.0000"
"119","GO:0005662","DNA replication factor A complex",14,0,0,119,"1.0000","1.0000"
"120","GO:0005663","DNA replication factor C complex",11,0,0,120,"1.0000","1.0000"
"121","GO:0005664","nuclear origin of replication recognition complex",7,0,0,121,"1.0000","1.0000"
"122","GO:0005665","RNA polymerase II, core complex",17,0,0.01,122,"1.0000","1.0000"
"123","GO:0005666","RNA polymerase III complex",23,0,0.01,123,"1.0000","1.0000"
"124","GO:0005667","transcription regulator complex",134,0,0.04,124,"1.0000","1.0000"
"125","GO:0005669","transcription factor TFIID complex",16,0,0,125,"1.0000","1.0000"
"126","GO:0005675","transcription factor TFIIH holo complex",12,0,0,126,"1.0000","1.0000"
"127","GO:0005677","chromatin silencing complex",11,0,0,127,"1.0000","1.0000"
"128","GO:0005680","anaphase-promoting complex",19,0,0.01,128,"1.0000","1.0000"
"129","GO:0005681","spliceosomal complex",145,0,0.04,129,"1.0000","1.0000"
"130","GO:0005682","U5 snRNP",16,0,0,130,"1.0000","1.0000"
"131","GO:0005684","U2-type spliceosomal complex",50,0,0.02,131,"1.0000","1.0000"
"132","GO:0005685","U1 snRNP",28,0,0.01,132,"1.0000","1.0000"
"133","GO:0005686","U2 snRNP",20,0,0.01,133,"1.0000","1.0000"
"134","GO:0005687","U4 snRNP",10,0,0,134,"1.0000","1.0000"
"135","GO:0005688","U6 snRNP",9,0,0,135,"1.0000","1.0000"
"136","GO:0005689","U12-type spliceosomal complex",21,0,0.01,136,"1.0000","1.0000"
"137","GO:0005730","nucleolus",529,0,0.16,137,"1.0000","1.0000"
"138","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex",22,0,0.01,138,"1.0000","1.0000"
"139","GO:0005736","RNA polymerase I complex",14,0,0,139,"1.0000","1.0000"
"140","GO:0005740","mitochondrial envelope",313,0,0.1,140,"1.0000","1.0000"
"141","GO:0005741","mitochondrial outer membrane",60,0,0.02,141,"1.0000","1.0000"
"142","GO:0005742","mitochondrial outer membrane translocase complex",8,0,0,142,"1.0000","1.0000"
"143","GO:0005743","mitochondrial inner membrane",236,0,0.07,143,"1.0000","1.0000"
"144","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex",21,0,0.01,144,"1.0000","1.0000"
"145","GO:0005746","mitochondrial respirasome",111,0,0.03,145,"1.0000","1.0000"
"146","GO:0005747","mitochondrial respiratory chain complex I",77,0,0.02,146,"1.0000","1.0000"
"147","GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",7,0,0,147,"1.0000","1.0000"
"148","GO:0005750","mitochondrial respiratory chain complex III",16,0,0,148,"1.0000","1.0000"
"149","GO:0005751","mitochondrial respiratory chain complex IV",9,0,0,149,"1.0000","1.0000"
"150","GO:0005753","mitochondrial proton-transporting ATP synthase complex",33,0,0.01,150,"1.0000","1.0000"
"151","GO:0005758","mitochondrial intermembrane space",17,0,0.01,151,"1.0000","1.0000"
"152","GO:0005759","mitochondrial matrix",137,0,0.04,152,"1.0000","1.0000"
"153","GO:0005761","mitochondrial ribosome",57,0,0.02,153,"1.0000","1.0000"
"154","GO:0005762","mitochondrial large ribosomal subunit",32,0,0.01,154,"1.0000","1.0000"
"155","GO:0005763","mitochondrial small ribosomal subunit",23,0,0.01,155,"1.0000","1.0000"
"156","GO:0005764","lysosome",36,0,0.01,156,"1.0000","1.0000"
"157","GO:0005765","lysosomal membrane",6,0,0,157,"1.0000","1.0000"
"158","GO:0005768","endosome",465,0,0.14,158,"1.0000","1.0000"
"159","GO:0005769","early endosome",28,0,0.01,159,"1.0000","1.0000"
"160","GO:0005770","late endosome",78,0,0.02,160,"1.0000","1.0000"
"161","GO:0005771","multivesicular body",29,0,0.01,161,"1.0000","1.0000"
"162","GO:0005773","vacuole",1099,0,0.34,162,"1.0000","1.0000"
"163","GO:0005774","vacuolar membrane",201,0,0.06,163,"1.0000","1.0000"
"164","GO:0005776","autophagosome",24,0,0.01,164,"1.0000","1.0000"
"165","GO:0005777","peroxisome",322,0,0.1,165,"1.0000","1.0000"
"166","GO:0005778","peroxisomal membrane",25,0,0.01,166,"1.0000","1.0000"
"167","GO:0005783","endoplasmic reticulum",1071,0,0.33,167,"1.0000","1.0000"
"168","GO:0005786","signal recognition particle, endoplasmic reticulum targeting",8,0,0,168,"1.0000","1.0000"
"169","GO:0005787","signal peptidase complex",10,0,0,169,"1.0000","1.0000"
"170","GO:0005788","endoplasmic reticulum lumen",15,0,0,170,"1.0000","1.0000"
"171","GO:0005789","endoplasmic reticulum membrane",240,0,0.07,171,"1.0000","1.0000"
"172","GO:0005791","rough endoplasmic reticulum",9,0,0,172,"1.0000","1.0000"
"173","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",22,0,0.01,173,"1.0000","1.0000"
"174","GO:0005794","Golgi apparatus",1445,0,0.44,174,"1.0000","1.0000"
"175","GO:0005795","Golgi stack",230,0,0.07,175,"1.0000","1.0000"
"176","GO:0005797","Golgi medial cisterna",74,0,0.02,176,"1.0000","1.0000"
"177","GO:0005798","Golgi-associated vesicle",50,0,0.02,177,"1.0000","1.0000"
"178","GO:0005801","cis-Golgi network",22,0,0.01,178,"1.0000","1.0000"
"179","GO:0005802","trans-Golgi network",333,0,0.1,179,"1.0000","1.0000"
"180","GO:0005811","lipid droplet",50,0,0.02,180,"1.0000","1.0000"
"181","GO:0005813","centrosome",32,0,0.01,181,"1.0000","1.0000"
"182","GO:0005815","microtubule organizing center",42,0,0.01,182,"1.0000","1.0000"
"183","GO:0005819","spindle",81,0,0.02,183,"1.0000","1.0000"
"184","GO:0005828","kinetochore microtubule",6,0,0,184,"1.0000","1.0000"
"185","GO:0005832","chaperonin-containing T-complex",16,0,0,185,"1.0000","1.0000"
"186","GO:0005834","heterotrimeric G-protein complex",8,0,0,186,"1.0000","1.0000"
"187","GO:0005838","proteasome regulatory particle",34,0,0.01,187,"1.0000","1.0000"
"188","GO:0005839","proteasome core complex",25,0,0.01,188,"1.0000","1.0000"
"189","GO:0005840","ribosome",378,0,0.12,189,"1.0000","1.0000"
"190","GO:0005844","polysome",20,0,0.01,190,"1.0000","1.0000"
"191","GO:0005845","mRNA cap binding complex",7,0,0,191,"1.0000","1.0000"
"192","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",9,0,0,192,"1.0000","1.0000"
"193","GO:0005849","mRNA cleavage factor complex",16,0,0,193,"1.0000","1.0000"
"194","GO:0005850","eukaryotic translation initiation factor 2 complex",5,0,0,194,"1.0000","1.0000"
"195","GO:0005851","eukaryotic translation initiation factor 2B complex",6,0,0,195,"1.0000","1.0000"
"196","GO:0005852","eukaryotic translation initiation factor 3 complex",19,0,0.01,196,"1.0000","1.0000"
"197","GO:0005854","nascent polypeptide-associated complex",5,0,0,197,"1.0000","1.0000"
"198","GO:0005856","cytoskeleton",407,0,0.12,198,"1.0000","1.0000"
"199","GO:0005868","cytoplasmic dynein complex",6,0,0,199,"1.0000","1.0000"
"200","GO:0005871","kinesin complex",25,0,0.01,200,"1.0000","1.0000"
"201","GO:0005874","microtubule",195,0,0.06,201,"1.0000","1.0000"
"202","GO:0005875","microtubule associated complex",68,0,0.02,202,"1.0000","1.0000"
"203","GO:0005876","spindle microtubule",26,0,0.01,203,"1.0000","1.0000"
"204","GO:0005880","nuclear microtubule",22,0,0.01,204,"1.0000","1.0000"
"205","GO:0005881","cytoplasmic microtubule",61,0,0.02,205,"1.0000","1.0000"
"206","GO:0005884","actin filament",21,0,0.01,206,"1.0000","1.0000"
"207","GO:0005885","Arp2/3 protein complex",7,0,0,207,"1.0000","1.0000"
"208","GO:0005905","clathrin-coated pit",23,0,0.01,208,"1.0000","1.0000"
"209","GO:0005938","cell cortex",132,0,0.04,209,"1.0000","1.0000"
"210","GO:0005942","phosphatidylinositol 3-kinase complex",5,0,0,210,"1.0000","1.0000"
"211","GO:0005956","protein kinase CK2 complex",7,0,0,211,"1.0000","1.0000"
"212","GO:0005968","Rab-protein geranylgeranyltransferase complex",5,0,0,212,"1.0000","1.0000"
"213","GO:0008023","transcription elongation factor complex",29,0,0.01,213,"1.0000","1.0000"
"214","GO:0008024","cyclin/CDK positive transcription elongation factor complex",5,0,0,214,"1.0000","1.0000"
"215","GO:0008180","COP9 signalosome",9,0,0,215,"1.0000","1.0000"
"216","GO:0008250","oligosaccharyltransferase complex",9,0,0,216,"1.0000","1.0000"
"217","GO:0008278","cohesin complex",8,0,0,217,"1.0000","1.0000"
"218","GO:0008287","protein serine/threonine phosphatase complex",37,0,0.01,218,"1.0000","1.0000"
"219","GO:0008352","katanin complex",5,0,0,219,"1.0000","1.0000"
"220","GO:0008540","proteasome regulatory particle, base subcomplex",16,0,0,220,"1.0000","1.0000"
"221","GO:0008541","proteasome regulatory particle, lid subcomplex",15,0,0,221,"1.0000","1.0000"
"222","GO:0009295","nucleoid",63,0,0.02,222,"1.0000","1.0000"
"223","GO:0009317","acetyl-CoA carboxylase complex",5,0,0,223,"1.0000","1.0000"
"224","GO:0009330","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",5,0,0,224,"1.0000","1.0000"
"225","GO:0009331","glycerol-3-phosphate dehydrogenase complex",6,0,0,225,"1.0000","1.0000"
"226","GO:0009360","DNA polymerase III complex",6,0,0,226,"1.0000","1.0000"
"227","GO:0009368","endopeptidase Clp complex",11,0,0,227,"1.0000","1.0000"
"228","GO:0009503","thylakoid light-harvesting complex",8,0,0,228,"1.0000","1.0000"
"229","GO:0009504","cell plate",51,0,0.02,229,"1.0000","1.0000"
"230","GO:0009505","plant-type cell wall",561,0,0.17,230,"1.0000","1.0000"
"231","GO:0009512","cytochrome b6f complex",8,0,0,231,"1.0000","1.0000"
"232","GO:0009513","etioplast",7,0,0,232,"1.0000","1.0000"
"233","GO:0009514","glyoxysome",5,0,0,233,"1.0000","1.0000"
"234","GO:0009517","PSII associated light-harvesting complex II",7,0,0,234,"1.0000","1.0000"
"235","GO:0009521","photosystem",57,0,0.02,235,"1.0000","1.0000"
"236","GO:0009522","photosystem I",16,0,0,236,"1.0000","1.0000"
"237","GO:0009523","photosystem II",43,0,0.01,237,"1.0000","1.0000"
"238","GO:0009524","phragmoplast",78,0,0.02,238,"1.0000","1.0000"
"239","GO:0009527","plastid outer membrane",76,0,0.02,239,"1.0000","1.0000"
"240","GO:0009528","plastid inner membrane",78,0,0.02,240,"1.0000","1.0000"
"241","GO:0009531","secondary cell wall",23,0,0.01,241,"1.0000","1.0000"
"242","GO:0009532","plastid stroma",773,0,0.24,242,"1.0000","1.0000"
"243","GO:0009533","chloroplast stromal thylakoid",9,0,0,243,"1.0000","1.0000"
"244","GO:0009534","chloroplast thylakoid",464,0,0.14,244,"1.0000","1.0000"
"245","GO:0009535","chloroplast thylakoid membrane",357,0,0.11,245,"1.0000","1.0000"
"246","GO:0009538","photosystem I reaction center",9,0,0,246,"1.0000","1.0000"
"247","GO:0009539","photosystem II reaction center",6,0,0,247,"1.0000","1.0000"
"248","GO:0009543","chloroplast thylakoid lumen",46,0,0.01,248,"1.0000","1.0000"
"249","GO:0009544","chloroplast ATP synthase complex",5,0,0,249,"1.0000","1.0000"
"250","GO:0009547","plastid ribosome",22,0,0.01,250,"1.0000","1.0000"
"251","GO:0009569","chloroplast starch grain",7,0,0,251,"1.0000","1.0000"
"252","GO:0009570","chloroplast stroma",758,0,0.23,252,"1.0000","1.0000"
"253","GO:0009574","preprophase band",32,0,0.01,253,"1.0000","1.0000"
"254","GO:0009579","thylakoid",568,0,0.17,254,"1.0000","1.0000"
"255","GO:0009654","photosystem II oxygen evolving complex",22,0,0.01,255,"1.0000","1.0000"
"256","GO:0009705","plant-type vacuole membrane",134,0,0.04,256,"1.0000","1.0000"
"257","GO:0009706","chloroplast inner membrane",74,0,0.02,257,"1.0000","1.0000"
"258","GO:0009707","chloroplast outer membrane",70,0,0.02,258,"1.0000","1.0000"
"259","GO:0009840","chloroplastic endopeptidase Clp complex",9,0,0,259,"1.0000","1.0000"
"260","GO:0009897","external side of plasma membrane",7,0,0,260,"1.0000","1.0000"
"261","GO:0009898","cytoplasmic side of plasma membrane",31,0,0.01,261,"1.0000","1.0000"
"262","GO:0009925","basal plasma membrane",5,0,0,262,"1.0000","1.0000"
"263","GO:0009986","cell surface",21,0,0.01,263,"1.0000","1.0000"
"264","GO:0010005","cortical microtubule, transverse to long axis",15,0,0,264,"1.0000","1.0000"
"265","GO:0010008","endosome membrane",83,0,0.03,265,"1.0000","1.0000"
"266","GO:0010168","ER body",12,0,0,266,"1.0000","1.0000"
"267","GO:0010287","plastoglobule",57,0,0.02,267,"1.0000","1.0000"
"268","GO:0010316","pyrophosphate-dependent phosphofructokinase complex",6,0,0,268,"1.0000","1.0000"
"269","GO:0010319","stromule",48,0,0.01,269,"1.0000","1.0000"
"270","GO:0010330","cellulose synthase complex",9,0,0,270,"1.0000","1.0000"
"271","GO:0010369","chromocenter",15,0,0,271,"1.0000","1.0000"
"272","GO:0010445","nuclear dicing body",8,0,0,272,"1.0000","1.0000"
"273","GO:0010494","cytoplasmic stress granule",161,0,0.05,273,"1.0000","1.0000"
"274","GO:0010598","NAD(P)H dehydrogenase complex (plastoquinone)",13,0,0,274,"1.0000","1.0000"
"275","GO:0012505","endomembrane system",2573,0,0.79,275,"1.0000","1.0000"
"276","GO:0012506","vesicle membrane",153,0,0.05,276,"1.0000","1.0000"
"277","GO:0012507","ER to Golgi transport vesicle membrane",30,0,0.01,277,"1.0000","1.0000"
"278","GO:0012510","trans-Golgi network transport vesicle membrane",14,0,0,278,"1.0000","1.0000"
"279","GO:0012511","monolayer-surrounded lipid storage body",17,0,0.01,279,"1.0000","1.0000"
"280","GO:0015030","Cajal body",12,0,0,280,"1.0000","1.0000"
"281","GO:0015629","actin cytoskeleton",67,0,0.02,281,"1.0000","1.0000"
"282","GO:0015630","microtubule cytoskeleton",306,0,0.09,282,"1.0000","1.0000"
"283","GO:0015934","large ribosomal subunit",173,0,0.05,283,"1.0000","1.0000"
"284","GO:0015935","small ribosomal subunit",117,0,0.04,284,"1.0000","1.0000"
"285","GO:0016272","prefoldin complex",7,0,0,285,"1.0000","1.0000"
"286","GO:0016281","eukaryotic translation initiation factor 4F complex",9,0,0,286,"1.0000","1.0000"
"287","GO:0016324","apical plasma membrane",32,0,0.01,287,"1.0000","1.0000"
"288","GO:0016328","lateral plasma membrane",5,0,0,288,"1.0000","1.0000"
"289","GO:0016459","myosin complex",7,0,0,289,"1.0000","1.0000"
"290","GO:0016469","proton-transporting two-sector ATPase complex",66,0,0.02,290,"1.0000","1.0000"
"291","GO:0016471","vacuolar proton-transporting V-type ATPase complex",15,0,0,291,"1.0000","1.0000"
"292","GO:0016514","SWI/SNF complex",12,0,0,292,"1.0000","1.0000"
"293","GO:0016580","Sin3 complex",7,0,0,293,"1.0000","1.0000"
"294","GO:0016591","RNA polymerase II, holoenzyme",67,0,0.02,294,"1.0000","1.0000"
"295","GO:0016592","mediator complex",42,0,0.01,295,"1.0000","1.0000"
"296","GO:0016593","Cdc73/Paf1 complex",10,0,0,296,"1.0000","1.0000"
"297","GO:0016602","CCAAT-binding factor complex",19,0,0.01,297,"1.0000","1.0000"
"298","GO:0016604","nuclear body",104,0,0.03,298,"1.0000","1.0000"
"299","GO:0016607","nuclear speck",62,0,0.02,299,"1.0000","1.0000"
"300","GO:0017053","transcription repressor complex",18,0,0.01,300,"1.0000","1.0000"
"301","GO:0017101","aminoacyl-tRNA synthetase multienzyme complex",6,0,0,301,"1.0000","1.0000"
"302","GO:0017119","Golgi transport complex",16,0,0,302,"1.0000","1.0000"
"303","GO:0019005","SCF ubiquitin ligase complex",63,0,0.02,303,"1.0000","1.0000"
"304","GO:0019773","proteasome core complex, alpha-subunit complex",10,0,0,304,"1.0000","1.0000"
"305","GO:0019774","proteasome core complex, beta-subunit complex",15,0,0,305,"1.0000","1.0000"
"306","GO:0019866","organelle inner membrane",316,0,0.1,306,"1.0000","1.0000"
"307","GO:0019867","outer membrane",492,0,0.15,307,"1.0000","1.0000"
"308","GO:0019897","extrinsic component of plasma membrane",19,0,0.01,308,"1.0000","1.0000"
"309","GO:0019898","extrinsic component of membrane",69,0,0.02,309,"1.0000","1.0000"
"310","GO:0019908","nuclear cyclin-dependent protein kinase holoenzyme complex",5,0,0,310,"1.0000","1.0000"
"311","GO:0022624","proteasome accessory complex",34,0,0.01,311,"1.0000","1.0000"
"312","GO:0022625","cytosolic large ribosomal subunit",130,0,0.04,312,"1.0000","1.0000"
"313","GO:0022626","cytosolic ribosome",285,0,0.09,313,"1.0000","1.0000"
"314","GO:0022627","cytosolic small ribosomal subunit",78,0,0.02,314,"1.0000","1.0000"
"315","GO:0030008","TRAPP complex",10,0,0,315,"1.0000","1.0000"
"316","GO:0030014","CCR4-NOT complex",32,0,0.01,316,"1.0000","1.0000"
"317","GO:0030015","CCR4-NOT core complex",21,0,0.01,317,"1.0000","1.0000"
"318","GO:0030076","light-harvesting complex",8,0,0,318,"1.0000","1.0000"
"319","GO:0030117","membrane coat",68,0,0.02,319,"1.0000","1.0000"
"320","GO:0030118","clathrin coat",26,0,0.01,320,"1.0000","1.0000"
"321","GO:0030119","AP-type membrane coat adaptor complex",22,0,0.01,321,"1.0000","1.0000"
"322","GO:0030120","vesicle coat",53,0,0.02,322,"1.0000","1.0000"
"323","GO:0030121","AP-1 adaptor complex",5,0,0,323,"1.0000","1.0000"
"324","GO:0030124","AP-4 adaptor complex",5,0,0,324,"1.0000","1.0000"
"325","GO:0030125","clathrin vesicle coat",19,0,0.01,325,"1.0000","1.0000"
"326","GO:0030126","COPI vesicle coat",17,0,0.01,326,"1.0000","1.0000"
"327","GO:0030127","COPII vesicle coat",17,0,0.01,327,"1.0000","1.0000"
