"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"29","GO:0051139","metal cation:proton antiporter activity",48,1,0.01,29,"1.0000","1.0000"
"30","GO:0015297","antiporter activity",177,1,0.05,30,"1.0000","1.0000"
"31","GO:0022821","solute:potassium antiporter activity",21,1,0.01,31,"1.0000","1.0000"
"32","GO:0003712","transcription coregulator activity",135,1,0.04,32,"1.0000","1.0000"
"33","GO:1901702","salt transmembrane transporter activity",302,2,0.08,33,"1.0000","1.0000"
"34","GO:0022853","active monoatomic ion transmembrane transporter activity",184,1,0.05,34,"1.0000","1.0000"
"35","GO:0022857","transmembrane transporter activity",1260,3,0.35,35,"1.0000","1.0000"
"36","GO:0140657","ATP-dependent activity",773,1,0.21,36,"1.0000","1.0000"
"37","GO:0003674","molecular_function",21698,6,6,37,"1.0000","1.0000"
"38","GO:0015075","monoatomic ion transmembrane transporter activity",442,2,0.12,38,"1.0000","1.0000"
"39","GO:0015399","primary active transmembrane transporter activity",280,1,0.08,39,"1.0000","1.0000"
"40","GO:0003676","nucleic acid binding",3505,3,0.97,40,"1.0000","1.0000"
"41","GO:0046873","metal ion transmembrane transporter activity",234,2,0.06,41,"1.0000","1.0000"
"42","GO:0015078","proton transmembrane transporter activity",175,1,0.05,42,"1.0000","1.0000"
"43","GO:0140828","metal cation:monoatomic cation antiporter activity",55,1,0.02,43,"1.0000","1.0000"
"44","GO:0097159","organic cyclic compound binding",4753,3,1.31,44,"1.0000","1.0000"
"45","GO:1901363","heterocyclic compound binding",4713,3,1.3,45,"1.0000","1.0000"
"46","GO:0060089","molecular transducer activity",174,1,0.05,46,"1.0000","1.0000"
"47","GO:0042910","xenobiotic transmembrane transporter activity",66,1,0.02,47,"1.0000","1.0000"
"48","GO:0005215","transporter activity",1305,3,0.36,48,"1.0000","1.0000"
"49","GO:0042626","ATPase-coupled transmembrane transporter activity",213,1,0.06,49,"1.0000","1.0000"
"50","GO:0015318","inorganic molecular entity transmembrane transporter activity",507,2,0.14,50,"1.0000","1.0000"
"51","GO:0008324","monoatomic cation transmembrane transporter activity",380,2,0.11,51,"1.0000","1.0000"
"52","GO:0140359","ABC-type transporter activity",96,1,0.03,52,"1.0000","1.0000"
"53","GO:0022890","inorganic cation transmembrane transporter activity",371,2,0.1,53,"1.0000","1.0000"
"54","GO:0015291","secondary active transmembrane transporter activity",269,1,0.07,54,"1.0000","1.0000"
"55","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",5,0,0,55,"1.0000","1.0000"
"56","GO:0000030","mannosyltransferase activity",38,0,0.01,56,"1.0000","1.0000"
"57","GO:0000035","acyl binding",5,0,0,57,"1.0000","1.0000"
"58","GO:0000036","acyl carrier activity",10,0,0,58,"1.0000","1.0000"
"59","GO:0000049","tRNA binding",30,0,0.01,59,"1.0000","1.0000"
"60","GO:0000062","fatty-acyl-CoA binding",6,0,0,60,"1.0000","1.0000"
"61","GO:0000095","S-adenosyl-L-methionine transmembrane transporter activity",6,0,0,61,"1.0000","1.0000"
"62","GO:0000104","succinate dehydrogenase activity",7,0,0,62,"1.0000","1.0000"
"63","GO:0000146","microfilament motor activity",18,0,0,63,"1.0000","1.0000"
"64","GO:0000149","SNARE binding",78,0,0.02,64,"1.0000","1.0000"
"65","GO:0000155","phosphorelay sensor kinase activity",17,0,0,65,"1.0000","1.0000"
"66","GO:0000166","nucleotide binding",941,0,0.26,66,"1.0000","1.0000"
"67","GO:0000175","3'-5'-RNA exonuclease activity",42,0,0.01,67,"1.0000","1.0000"
"68","GO:0000182","rDNA binding",5,0,0,68,"1.0000","1.0000"
"69","GO:0000210","NAD+ diphosphatase activity",7,0,0,69,"1.0000","1.0000"
"70","GO:0000217","DNA secondary structure binding",33,0,0.01,70,"1.0000","1.0000"
"71","GO:0000285","1-phosphatidylinositol-3-phosphate 5-kinase activity",8,0,0,71,"1.0000","1.0000"
"72","GO:0000287","magnesium ion binding",104,0,0.03,72,"1.0000","1.0000"
"73","GO:0000293","ferric-chelate reductase activity",8,0,0,73,"1.0000","1.0000"
"74","GO:0000295","adenine nucleotide transmembrane transporter activity",22,0,0.01,74,"1.0000","1.0000"
"75","GO:0000339","RNA cap binding",9,0,0,75,"1.0000","1.0000"
"76","GO:0000340","RNA 7-methylguanosine cap binding",5,0,0,76,"1.0000","1.0000"
"77","GO:0000400","four-way junction DNA binding",5,0,0,77,"1.0000","1.0000"
"78","GO:0000702","oxidized base lesion DNA N-glycosylase activity",5,0,0,78,"1.0000","1.0000"
"79","GO:0000774","adenyl-nucleotide exchange factor activity",13,0,0,79,"1.0000","1.0000"
"80","GO:0000822","inositol hexakisphosphate binding",17,0,0,80,"1.0000","1.0000"
"81","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",238,0,0.07,81,"1.0000","1.0000"
"82","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",215,0,0.06,82,"1.0000","1.0000"
"83","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",274,0,0.08,83,"1.0000","1.0000"
"84","GO:0000987","cis-regulatory region sequence-specific DNA binding",254,0,0.07,84,"1.0000","1.0000"
"85","GO:0000992","RNA polymerase III cis-regulatory region sequence-specific DNA binding",6,0,0,85,"1.0000","1.0000"
"86","GO:0000993","RNA polymerase II complex binding",17,0,0,86,"1.0000","1.0000"
"87","GO:0001016","RNA polymerase III transcription regulatory region sequence-specific DNA binding",6,0,0,87,"1.0000","1.0000"
"88","GO:0001046","core promoter sequence-specific DNA binding",8,0,0,88,"1.0000","1.0000"
"89","GO:0001054","RNA polymerase I activity",16,0,0,89,"1.0000","1.0000"
"90","GO:0001055","RNA polymerase II activity",15,0,0,90,"1.0000","1.0000"
"91","GO:0001056","RNA polymerase III activity",23,0,0.01,91,"1.0000","1.0000"
"92","GO:0001091","RNA polymerase II general transcription initiation factor binding",5,0,0,92,"1.0000","1.0000"
"93","GO:0001098","basal transcription machinery binding",22,0,0.01,93,"1.0000","1.0000"
"94","GO:0001099","basal RNA polymerase II transcription machinery binding",22,0,0.01,94,"1.0000","1.0000"
"95","GO:0001216","DNA-binding transcription activator activity",35,0,0.01,95,"1.0000","1.0000"
"96","GO:0001217","DNA-binding transcription repressor activity",8,0,0,96,"1.0000","1.0000"
"97","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",26,0,0.01,97,"1.0000","1.0000"
"98","GO:0001653","peptide receptor activity",20,0,0.01,98,"1.0000","1.0000"
"99","GO:0001664","G protein-coupled receptor binding",5,0,0,99,"1.0000","1.0000"
"100","GO:0001671","ATPase activator activity",7,0,0,100,"1.0000","1.0000"
"101","GO:0001727","lipid kinase activity",6,0,0,101,"1.0000","1.0000"
"102","GO:0001872","(1->3)-beta-D-glucan binding",7,0,0,102,"1.0000","1.0000"
"103","GO:0001882","nucleoside binding",6,0,0,103,"1.0000","1.0000"
"104","GO:0002020","protease binding",14,0,0,104,"1.0000","1.0000"
"105","GO:0002094","polyprenyltransferase activity",7,0,0,105,"1.0000","1.0000"
"106","GO:0002161","aminoacyl-tRNA editing activity",16,0,0,106,"1.0000","1.0000"
"107","GO:0003678","DNA helicase activity",46,0,0.01,107,"1.0000","1.0000"
"108","GO:0003680","minor groove of adenine-thymine-rich DNA binding",28,0,0.01,108,"1.0000","1.0000"
"109","GO:0003682","chromatin binding",203,0,0.06,109,"1.0000","1.0000"
"110","GO:0003684","damaged DNA binding",43,0,0.01,110,"1.0000","1.0000"
"111","GO:0003688","DNA replication origin binding",12,0,0,111,"1.0000","1.0000"
"112","GO:0003689","DNA clamp loader activity",13,0,0,112,"1.0000","1.0000"
"113","GO:0003691","double-stranded telomeric DNA binding",10,0,0,113,"1.0000","1.0000"
"114","GO:0003697","single-stranded DNA binding",76,0,0.02,114,"1.0000","1.0000"
"115","GO:0003713","transcription coactivator activity",42,0,0.01,115,"1.0000","1.0000"
"116","GO:0003723","RNA binding",1693,0,0.47,116,"1.0000","1.0000"
"117","GO:0003724","RNA helicase activity",96,0,0.03,117,"1.0000","1.0000"
"118","GO:0003725","double-stranded RNA binding",21,0,0.01,118,"1.0000","1.0000"
"119","GO:0003727","single-stranded RNA binding",78,0,0.02,119,"1.0000","1.0000"
"120","GO:0003729","mRNA binding",1078,0,0.3,120,"1.0000","1.0000"
"121","GO:0003730","mRNA 3'-UTR binding",14,0,0,121,"1.0000","1.0000"
"122","GO:0003735","structural constituent of ribosome",304,0,0.08,122,"1.0000","1.0000"
"123","GO:0003743","translation initiation factor activity",64,0,0.02,123,"1.0000","1.0000"
"124","GO:0003746","translation elongation factor activity",15,0,0,124,"1.0000","1.0000"
"125","GO:0003747","translation release factor activity",10,0,0,125,"1.0000","1.0000"
"126","GO:0003755","peptidyl-prolyl cis-trans isomerase activity",60,0,0.02,126,"1.0000","1.0000"
"127","GO:0003756","protein disulfide isomerase activity",21,0,0.01,127,"1.0000","1.0000"
"128","GO:0003774","cytoskeletal motor activity",86,0,0.02,128,"1.0000","1.0000"
"129","GO:0003777","microtubule motor activity",66,0,0.02,129,"1.0000","1.0000"
"130","GO:0003779","actin binding",113,0,0.03,130,"1.0000","1.0000"
"131","GO:0003785","actin monomer binding",5,0,0,131,"1.0000","1.0000"
"132","GO:0003825","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",12,0,0,132,"1.0000","1.0000"
"133","GO:0003830","beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",5,0,0,133,"1.0000","1.0000"
"134","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",7,0,0,134,"1.0000","1.0000"
"135","GO:0003843","1,3-beta-D-glucan synthase activity",11,0,0,135,"1.0000","1.0000"
"136","GO:0003860","3-hydroxyisobutyryl-CoA hydrolase activity",6,0,0,136,"1.0000","1.0000"
"137","GO:0003861","3-isopropylmalate dehydratase activity",5,0,0,137,"1.0000","1.0000"
"138","GO:0003871","5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity",5,0,0,138,"1.0000","1.0000"
"139","GO:0003872","6-phosphofructokinase activity",8,0,0,139,"1.0000","1.0000"
"140","GO:0003883","CTP synthase activity",6,0,0,140,"1.0000","1.0000"
"141","GO:0003885","D-arabinono-1,4-lactone oxidase activity",6,0,0,141,"1.0000","1.0000"
"142","GO:0003886","DNA (cytosine-5-)-methyltransferase activity",7,0,0,142,"1.0000","1.0000"
"143","GO:0003887","DNA-directed DNA polymerase activity",23,0,0.01,143,"1.0000","1.0000"
"144","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",54,0,0.01,144,"1.0000","1.0000"
"145","GO:0003904","deoxyribodipyrimidine photo-lyase activity",6,0,0,145,"1.0000","1.0000"
"146","GO:0003905","alkylbase DNA N-glycosylase activity",8,0,0,146,"1.0000","1.0000"
"147","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity",9,0,0,147,"1.0000","1.0000"
"148","GO:0003913","DNA photolyase activity",6,0,0,148,"1.0000","1.0000"
"149","GO:0003916","DNA topoisomerase activity",17,0,0,149,"1.0000","1.0000"
"150","GO:0003917","DNA topoisomerase type I (single strand cut, ATP-independent) activity",5,0,0,150,"1.0000","1.0000"
"151","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",11,0,0,151,"1.0000","1.0000"
"152","GO:0003924","GTPase activity",208,0,0.06,152,"1.0000","1.0000"
"153","GO:0003933","GTP cyclohydrolase activity",6,0,0,153,"1.0000","1.0000"
"154","GO:0003950","NAD+ ADP-ribosyltransferase activity",6,0,0,154,"1.0000","1.0000"
"155","GO:0003951","NAD+ kinase activity",5,0,0,155,"1.0000","1.0000"
"156","GO:0003953","NAD+ nucleosidase activity",10,0,0,156,"1.0000","1.0000"
"157","GO:0003954","NADH dehydrogenase activity",49,0,0.01,157,"1.0000","1.0000"
"158","GO:0003955","NAD(P)H dehydrogenase (quinone) activity",45,0,0.01,158,"1.0000","1.0000"
"159","GO:0003959","NADPH dehydrogenase activity",9,0,0,159,"1.0000","1.0000"
"160","GO:0003968","RNA-dependent RNA polymerase activity",5,0,0,160,"1.0000","1.0000"
"161","GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity",5,0,0,161,"1.0000","1.0000"
"162","GO:0003978","UDP-glucose 4-epimerase activity",9,0,0,162,"1.0000","1.0000"
"163","GO:0003979","UDP-glucose 6-dehydrogenase activity",5,0,0,163,"1.0000","1.0000"
"164","GO:0003983","UTP:glucose-1-phosphate uridylyltransferase activity",5,0,0,164,"1.0000","1.0000"
"165","GO:0003988","acetyl-CoA C-acyltransferase activity",7,0,0,165,"1.0000","1.0000"
"166","GO:0003989","acetyl-CoA carboxylase activity",8,0,0,166,"1.0000","1.0000"
"167","GO:0003993","acid phosphatase activity",43,0,0.01,167,"1.0000","1.0000"
"168","GO:0003997","acyl-CoA oxidase activity",6,0,0,168,"1.0000","1.0000"
"169","GO:0003999","adenine phosphoribosyltransferase activity",5,0,0,169,"1.0000","1.0000"
"170","GO:0004000","adenosine deaminase activity",9,0,0,170,"1.0000","1.0000"
"171","GO:0004017","adenylate kinase activity",6,0,0,171,"1.0000","1.0000"
"172","GO:0004020","adenylylsulfate kinase activity",8,0,0,172,"1.0000","1.0000"
"173","GO:0004022","alcohol dehydrogenase (NAD+) activity",16,0,0,173,"1.0000","1.0000"
"174","GO:0004024","alcohol dehydrogenase activity, zinc-dependent",9,0,0,174,"1.0000","1.0000"
"175","GO:0004029","aldehyde dehydrogenase (NAD+) activity",18,0,0,175,"1.0000","1.0000"
"176","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity",18,0,0,176,"1.0000","1.0000"
"177","GO:0004031","aldehyde oxidase activity",7,0,0,177,"1.0000","1.0000"
"178","GO:0004032","alditol:NADP+ 1-oxidoreductase activity",11,0,0,178,"1.0000","1.0000"
"179","GO:0004033","aldo-keto reductase (NADP) activity",15,0,0,179,"1.0000","1.0000"
"180","GO:0004045","aminoacyl-tRNA hydrolase activity",6,0,0,180,"1.0000","1.0000"
"181","GO:0004069","L-aspartate:2-oxoglutarate aminotransferase activity",7,0,0,181,"1.0000","1.0000"
"182","GO:0004072","aspartate kinase activity",5,0,0,182,"1.0000","1.0000"
"183","GO:0004084","branched-chain-amino-acid transaminase activity",5,0,0,183,"1.0000","1.0000"
"184","GO:0004089","carbonate dehydratase activity",17,0,0,184,"1.0000","1.0000"
"185","GO:0004108","citrate (Si)-synthase activity",5,0,0,185,"1.0000","1.0000"
"186","GO:0004124","cysteine synthase activity",10,0,0,186,"1.0000","1.0000"
"187","GO:0004128","cytochrome-b5 reductase activity, acting on NAD(P)H",5,0,0,187,"1.0000","1.0000"
"188","GO:0004129","cytochrome-c oxidase activity",8,0,0,188,"1.0000","1.0000"
"189","GO:0004143","diacylglycerol kinase activity",7,0,0,189,"1.0000","1.0000"
"190","GO:0004144","diacylglycerol O-acyltransferase activity",16,0,0,190,"1.0000","1.0000"
"191","GO:0004161","dimethylallyltranstransferase activity",9,0,0,191,"1.0000","1.0000"
"192","GO:0004175","endopeptidase activity",275,0,0.08,192,"1.0000","1.0000"
"193","GO:0004176","ATP-dependent peptidase activity",33,0,0.01,193,"1.0000","1.0000"
"194","GO:0004177","aminopeptidase activity",22,0,0.01,194,"1.0000","1.0000"
"195","GO:0004180","carboxypeptidase activity",43,0,0.01,195,"1.0000","1.0000"
"196","GO:0004185","serine-type carboxypeptidase activity",39,0,0.01,196,"1.0000","1.0000"
"197","GO:0004190","aspartic-type endopeptidase activity",37,0,0.01,197,"1.0000","1.0000"
"198","GO:0004197","cysteine-type endopeptidase activity",71,0,0.02,198,"1.0000","1.0000"
"199","GO:0004222","metalloendopeptidase activity",62,0,0.02,199,"1.0000","1.0000"
"200","GO:0004252","serine-type endopeptidase activity",91,0,0.03,200,"1.0000","1.0000"
"201","GO:0004298","threonine-type endopeptidase activity",5,0,0,201,"1.0000","1.0000"
"202","GO:0004300","enoyl-CoA hydratase activity",7,0,0,202,"1.0000","1.0000"
"203","GO:0004311","farnesyltranstransferase activity",14,0,0,203,"1.0000","1.0000"
"204","GO:0004312","fatty acid synthase activity",42,0,0.01,204,"1.0000","1.0000"
"205","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",6,0,0,205,"1.0000","1.0000"
"206","GO:0004322","ferroxidase activity",6,0,0,206,"1.0000","1.0000"
"207","GO:0004326","tetrahydrofolylpolyglutamate synthase activity",7,0,0,207,"1.0000","1.0000"
"208","GO:0004332","fructose-bisphosphate aldolase activity",6,0,0,208,"1.0000","1.0000"
"209","GO:0004335","galactokinase activity",6,0,0,209,"1.0000","1.0000"
"210","GO:0004337","geranyltranstransferase activity",6,0,0,210,"1.0000","1.0000"
"211","GO:0004340","glucokinase activity",10,0,0,211,"1.0000","1.0000"
"212","GO:0004345","glucose-6-phosphate dehydrogenase activity",5,0,0,212,"1.0000","1.0000"
"213","GO:0004351","glutamate decarboxylase activity",5,0,0,213,"1.0000","1.0000"
"214","GO:0004352","glutamate dehydrogenase (NAD+) activity",5,0,0,214,"1.0000","1.0000"
"215","GO:0004353","glutamate dehydrogenase [NAD(P)+] activity",6,0,0,215,"1.0000","1.0000"
"216","GO:0004356","glutamate-ammonia ligase activity",9,0,0,216,"1.0000","1.0000"
"217","GO:0004359","glutaminase activity",7,0,0,217,"1.0000","1.0000"
"218","GO:0004364","glutathione transferase activity",43,0,0.01,218,"1.0000","1.0000"
"219","GO:0004365","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",8,0,0,219,"1.0000","1.0000"
"220","GO:0004366","glycerol-3-phosphate O-acyltransferase activity",8,0,0,220,"1.0000","1.0000"
"221","GO:0004372","glycine hydroxymethyltransferase activity",9,0,0,221,"1.0000","1.0000"
"222","GO:0004373","glycogen (starch) synthase activity",5,0,0,222,"1.0000","1.0000"
"223","GO:0004376","glycolipid mannosyltransferase activity",6,0,0,223,"1.0000","1.0000"
"224","GO:0004386","helicase activity",148,0,0.04,224,"1.0000","1.0000"
"225","GO:0004396","hexokinase activity",15,0,0,225,"1.0000","1.0000"
"226","GO:0004402","histone acetyltransferase activity",28,0,0.01,226,"1.0000","1.0000"
"227","GO:0004407","histone deacetylase activity",17,0,0,227,"1.0000","1.0000"
"228","GO:0004416","hydroxyacylglutathione hydrolase activity",5,0,0,228,"1.0000","1.0000"
"229","GO:0004427","inorganic diphosphate phosphatase activity",15,0,0,229,"1.0000","1.0000"
"230","GO:0004430","1-phosphatidylinositol 4-kinase activity",12,0,0,230,"1.0000","1.0000"
"231","GO:0004435","phosphatidylinositol phospholipase C activity",8,0,0,231,"1.0000","1.0000"
"232","GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",17,0,0,232,"1.0000","1.0000"
"233","GO:0004445","inositol-polyphosphate 5-phosphatase activity",12,0,0,233,"1.0000","1.0000"
"234","GO:0004448","isocitrate dehydrogenase [NAD(P)+] activity",8,0,0,234,"1.0000","1.0000"
"235","GO:0004449","isocitrate dehydrogenase (NAD+) activity",6,0,0,235,"1.0000","1.0000"
"236","GO:0004462","lactoylglutathione lyase activity",6,0,0,236,"1.0000","1.0000"
"237","GO:0004467","long-chain fatty acid-CoA ligase activity",12,0,0,237,"1.0000","1.0000"
"238","GO:0004470","malic enzyme activity",7,0,0,238,"1.0000","1.0000"
"239","GO:0004471","malate dehydrogenase (decarboxylating) (NAD+) activity",7,0,0,239,"1.0000","1.0000"
"240","GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) activity",5,0,0,240,"1.0000","1.0000"
"241","GO:0004497","monooxygenase activity",171,0,0.05,241,"1.0000","1.0000"
"242","GO:0004499","N,N-dimethylaniline monooxygenase activity",14,0,0,242,"1.0000","1.0000"
"243","GO:0004518","nuclease activity",262,0,0.07,243,"1.0000","1.0000"
"244","GO:0004519","endonuclease activity",162,0,0.04,244,"1.0000","1.0000"
"245","GO:0004520","DNA endonuclease activity",26,0,0.01,245,"1.0000","1.0000"
"246","GO:0004521","RNA endonuclease activity",123,0,0.03,246,"1.0000","1.0000"
"247","GO:0004523","RNA-DNA hybrid ribonuclease activity",73,0,0.02,247,"1.0000","1.0000"
"248","GO:0004525","ribonuclease III activity",10,0,0,248,"1.0000","1.0000"
"249","GO:0004527","exonuclease activity",87,0,0.02,249,"1.0000","1.0000"
"250","GO:0004529","DNA exonuclease activity",19,0,0.01,250,"1.0000","1.0000"
"251","GO:0004532","exoribonuclease activity",48,0,0.01,251,"1.0000","1.0000"
"252","GO:0004534","5'-3' RNA exonuclease activity",6,0,0,252,"1.0000","1.0000"
"253","GO:0004535","poly(A)-specific ribonuclease activity",21,0,0.01,253,"1.0000","1.0000"
"254","GO:0004536","deoxyribonuclease activity",40,0,0.01,254,"1.0000","1.0000"
"255","GO:0004540","ribonuclease activity",193,0,0.05,255,"1.0000","1.0000"
"256","GO:0004549","tRNA-specific ribonuclease activity",6,0,0,256,"1.0000","1.0000"
"257","GO:0004550","nucleoside diphosphate kinase activity",7,0,0,257,"1.0000","1.0000"
"258","GO:0004551","dinucleotide phosphatase activity",9,0,0,258,"1.0000","1.0000"
"259","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",338,0,0.09,259,"1.0000","1.0000"
"260","GO:0004559","alpha-mannosidase activity",10,0,0,260,"1.0000","1.0000"
"261","GO:0004564","beta-fructofuranosidase activity",14,0,0,261,"1.0000","1.0000"
"262","GO:0004565","beta-galactosidase activity",21,0,0.01,262,"1.0000","1.0000"
"263","GO:0004567","beta-mannosidase activity",10,0,0,263,"1.0000","1.0000"
"264","GO:0004568","chitinase activity",12,0,0,264,"1.0000","1.0000"
"265","GO:0004571","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",6,0,0,265,"1.0000","1.0000"
"266","GO:0004575","sucrose alpha-glucosidase activity",10,0,0,266,"1.0000","1.0000"
"267","GO:0004582","dolichyl-phosphate beta-D-mannosyltransferase activity",5,0,0,267,"1.0000","1.0000"
"268","GO:0004596","peptide alpha-N-acetyltransferase activity",9,0,0,268,"1.0000","1.0000"
"269","GO:0004601","peroxidase activity",96,0,0.03,269,"1.0000","1.0000"
"270","GO:0004602","glutathione peroxidase activity",8,0,0,270,"1.0000","1.0000"
"271","GO:0004605","phosphatidate cytidylyltransferase activity",5,0,0,271,"1.0000","1.0000"
"272","GO:0004611","phosphoenolpyruvate carboxykinase activity",6,0,0,272,"1.0000","1.0000"
"273","GO:0004617","phosphoglycerate dehydrogenase activity",6,0,0,273,"1.0000","1.0000"
"274","GO:0004619","phosphoglycerate mutase activity",7,0,0,274,"1.0000","1.0000"
"275","GO:0004620","phospholipase activity",55,0,0.02,275,"1.0000","1.0000"
"276","GO:0004623","phospholipase A2 activity",7,0,0,276,"1.0000","1.0000"
"277","GO:0004629","phospholipase C activity",11,0,0,277,"1.0000","1.0000"
"278","GO:0004630","phospholipase D activity",11,0,0,278,"1.0000","1.0000"
"279","GO:0004650","polygalacturonase activity",55,0,0.02,279,"1.0000","1.0000"
"280","GO:0004652","polynucleotide adenylyltransferase activity",6,0,0,280,"1.0000","1.0000"
"281","GO:0004656","procollagen-proline 4-dioxygenase activity",13,0,0,281,"1.0000","1.0000"
"282","GO:0004659","prenyltransferase activity",36,0,0.01,282,"1.0000","1.0000"
"283","GO:0004661","protein geranylgeranyltransferase activity",8,0,0,283,"1.0000","1.0000"
"284","GO:0004663","Rab geranylgeranyltransferase activity",5,0,0,284,"1.0000","1.0000"
"285","GO:0004664","prephenate dehydratase activity",6,0,0,285,"1.0000","1.0000"
"286","GO:0004672","protein kinase activity",985,0,0.27,286,"1.0000","1.0000"
"287","GO:0004673","protein histidine kinase activity",19,0,0.01,287,"1.0000","1.0000"
"288","GO:0004674","protein serine/threonine kinase activity",671,0,0.19,288,"1.0000","1.0000"
"289","GO:0004675","transmembrane receptor protein serine/threonine kinase activity",11,0,0,289,"1.0000","1.0000"
"290","GO:0004683","calmodulin-dependent protein kinase activity",56,0,0.02,290,"1.0000","1.0000"
"291","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",41,0,0.01,291,"1.0000","1.0000"
"292","GO:0004707","MAP kinase activity",19,0,0.01,292,"1.0000","1.0000"
"293","GO:0004708","MAP kinase kinase activity",9,0,0,293,"1.0000","1.0000"
"294","GO:0004709","MAP kinase kinase kinase activity",13,0,0,294,"1.0000","1.0000"
"295","GO:0004712","protein serine/threonine/tyrosine kinase activity",59,0,0.02,295,"1.0000","1.0000"
"296","GO:0004713","protein tyrosine kinase activity",51,0,0.01,296,"1.0000","1.0000"
"297","GO:0004714","transmembrane receptor protein tyrosine kinase activity",28,0,0.01,297,"1.0000","1.0000"
"298","GO:0004715","non-membrane spanning protein tyrosine kinase activity",8,0,0,298,"1.0000","1.0000"
"299","GO:0004721","phosphoprotein phosphatase activity",162,0,0.04,299,"1.0000","1.0000"
"300","GO:0004722","protein serine/threonine phosphatase activity",133,0,0.04,300,"1.0000","1.0000"
"301","GO:0004725","protein tyrosine phosphatase activity",21,0,0.01,301,"1.0000","1.0000"
"302","GO:0004737","pyruvate decarboxylase activity",5,0,0,302,"1.0000","1.0000"
