"","GO.ID","Term","Annotated","Significant","Expected","Rank in elimFisher","classicFisher","elimFisher"
"142","GO:0043207","response to external biotic stimulus",2500,1,0.77,142,"1.0000","0.55744"
"143","GO:0009607","response to biotic stimulus",2504,1,0.77,143,"1.0000","0.55805"
"144","GO:0044419","biological process involved in interspecies interaction between organisms",2513,1,0.77,144,"1.0000","0.55942"
"145","GO:0010468","regulation of gene expression",3678,3,1.13,145,"1.0000","0.56428"
"146","GO:0080090","regulation of primary metabolic process",3678,3,1.13,146,"1.0000","0.56428"
"147","GO:0065007","biological regulation",8017,6,2.47,147,"1.0000","0.56874"
"148","GO:1901362","organic cyclic compound biosynthetic process",3767,3,1.16,148,"1.0000","0.57435"
"149","GO:0003006","developmental process involved in reproduction",2653,1,0.82,149,"1.0000","0.58033"
"150","GO:0009791","post-embryonic development",2766,1,0.85,150,"1.0000","0.59658"
"151","GO:0048856","anatomical structure development",6114,2,1.88,151,"1.0000","0.60072"
"152","GO:0044271","cellular nitrogen compound biosynthetic process",4078,3,1.26,152,"1.0000","0.60811"
"153","GO:0060255","regulation of macromolecule metabolic process",4126,3,1.27,153,"1.0000","0.61312"
"154","GO:0044281","small molecule metabolic process",3009,1,0.93,154,"0.6297","0.62970"
"155","GO:0016043","cellular component organization",3066,1,0.94,155,"1.0000","0.63712"
"156","GO:0022414","reproductive process",3156,1,0.97,156,"1.0000","0.64859"
"157","GO:0000003","reproduction",3173,1,0.98,157,"1.0000","0.65072"
"158","GO:0032502","developmental process",6640,2,2.04,158,"1.0000","0.65327"
"159","GO:1901700","response to oxygen-containing compound",3337,1,1.03,159,"1.0000","0.67070"
"160","GO:0010467","gene expression",4989,3,1.54,160,"1.0000","0.69485"
"161","GO:0016070","RNA metabolic process",5021,3,1.55,161,"1.0000","0.69759"
"162","GO:0009987","cellular process",16153,7,4.97,162,"1.0000","0.70585"
"163","GO:0008152","metabolic process",14247,5,4.38,163,"1.0000","0.72042"
"164","GO:0071840","cellular component organization or biogenesis",3882,1,1.19,164,"1.0000","0.73023"
"165","GO:0090304","nucleic acid metabolic process",5493,3,1.69,165,"1.0000","0.73578"
"166","GO:0043170","macromolecule metabolic process",10504,4,3.23,166,"1.0000","0.75271"
"167","GO:0044249","cellular biosynthetic process",5903,3,1.82,167,"1.0000","0.76572"
"168","GO:0006139","nucleobase-containing compound metabolic process",5988,3,1.84,168,"1.0000","0.77157"
"169","GO:0046483","heterocycle metabolic process",6600,3,2.03,169,"1.0000","0.81035"
"170","GO:0044238","primary metabolic process",11725,4,3.61,170,"1.0000","0.82510"
"171","GO:0034641","cellular nitrogen compound metabolic process",6910,3,2.13,171,"1.0000","0.82788"
"172","GO:0006725","cellular aromatic compound metabolic process",6921,3,2.13,172,"1.0000","0.82847"
"173","GO:1901360","organic cyclic compound metabolic process",7084,3,2.18,173,"1.0000","0.83713"
"174","GO:0071704","organic substance metabolic process",13495,4,4.15,174,"1.0000","0.90420"
"175","GO:0006807","nitrogen compound metabolic process",10757,3,3.31,175,"1.0000","0.95710"
"176","GO:0016570","histone modification",193,1,0.06,176,"1.0000","1.00000"
"177","GO:0016573","histone acetylation",50,1,0.02,177,"1.0000","1.00000"
"178","GO:0048523","negative regulation of cellular process",763,2,0.23,178,"1.0000","1.00000"
"179","GO:0009734","auxin-activated signaling pathway",120,1,0.04,179,"1.0000","1.00000"
"180","GO:0010646","regulation of cell communication",489,1,0.15,180,"1.0000","1.00000"
"181","GO:0048519","negative regulation of biological process",1639,2,0.5,181,"1.0000","1.00000"
"182","GO:0023051","regulation of signaling",482,1,0.15,182,"1.0000","1.00000"
"183","GO:0008104","protein localization",892,1,0.27,183,"1.0000","1.00000"
"184","GO:0018393","internal peptidyl-lysine acetylation",50,1,0.02,184,"1.0000","1.00000"
"185","GO:0018394","peptidyl-lysine acetylation",50,1,0.02,185,"1.0000","1.00000"
"186","GO:0140352","export from cell",177,1,0.05,186,"1.0000","1.00000"
"187","GO:0009966","regulation of signal transduction",472,1,0.15,187,"1.0000","1.00000"
"188","GO:0098660","inorganic ion transmembrane transport",236,2,0.07,188,"1.0000","1.00000"
"189","GO:0098662","inorganic cation transmembrane transport",188,2,0.06,189,"1.0000","1.00000"
"190","GO:0099587","inorganic ion import across plasma membrane",22,1,0.01,190,"1.0000","1.00000"
"191","GO:0051641","cellular localization",1379,1,0.42,191,"1.0000","1.00000"
"192","GO:0010928","regulation of auxin mediated signaling pathway",49,1,0.02,192,"1.0000","1.00000"
"193","GO:0098655","monoatomic cation transmembrane transport",183,2,0.06,193,"1.0000","1.00000"
"194","GO:0098659","inorganic cation import across plasma membrane",20,1,0.01,194,"1.0000","1.00000"
"195","GO:0043412","macromolecule modification",3954,1,1.22,195,"1.0000","1.00000"
"196","GO:0018205","peptidyl-lysine modification",418,1,0.13,196,"1.0000","1.00000"
"197","GO:0018193","peptidyl-amino acid modification",667,1,0.21,197,"1.0000","1.00000"
"198","GO:0036211","protein modification process",3221,1,0.99,198,"1.0000","1.00000"
"199","GO:0010605","negative regulation of macromolecule metabolic process",812,2,0.25,199,"1.0000","1.00000"
"200","GO:0019538","protein metabolic process",4711,1,1.45,200,"1.0000","1.00000"
"201","GO:0006473","protein acetylation",60,1,0.02,201,"1.0000","1.00000"
"202","GO:0006475","internal protein amino acid acetylation",50,1,0.02,202,"1.0000","1.00000"
"203","GO:0050801","monoatomic ion homeostasis",278,1,0.09,203,"1.0000","1.00000"
"204","GO:1903507","negative regulation of nucleic acid-templated transcription",232,2,0.07,204,"1.0000","1.00000"
"205","GO:0070727","cellular macromolecule localization",965,1,0.3,205,"1.0000","1.00000"
"206","GO:0009926","auxin polar transport",109,2,0.03,206,"1.0000","1.00000"
"207","GO:0009890","negative regulation of biosynthetic process",400,2,0.12,207,"1.0000","1.00000"
"208","GO:0009892","negative regulation of metabolic process",1152,2,0.35,208,"1.0000","1.00000"
"209","GO:1902679","negative regulation of RNA biosynthetic process",232,2,0.07,209,"1.0000","1.00000"
"210","GO:0008150","biological_process",22745,7,7,210,"1.0000","1.00000"
"211","GO:0009914","hormone transport",140,2,0.04,211,"1.0000","1.00000"
"212","GO:0051253","negative regulation of RNA metabolic process",245,2,0.08,212,"1.0000","1.00000"
"213","GO:0065008","regulation of biological quality",649,2,0.2,213,"1.0000","1.00000"
"214","GO:0051172","negative regulation of nitrogen compound metabolic process",438,2,0.13,214,"1.0000","1.00000"
"215","GO:1901564","organonitrogen compound metabolic process",6364,1,1.96,215,"1.0000","1.00000"
"216","GO:0051179","localization",2967,4,0.91,216,"1.0000","1.00000"
"217","GO:0030641","regulation of cellular pH",30,1,0.01,217,"1.0000","1.00000"
"218","GO:0010558","negative regulation of macromolecule biosynthetic process",339,2,0.1,218,"1.0000","1.00000"
"219","GO:0140115","export across plasma membrane",88,1,0.03,219,"1.0000","1.00000"
"220","GO:0055080","monoatomic cation homeostasis",253,1,0.08,220,"1.0000","1.00000"
"221","GO:0055082","intracellular chemical homeostasis",286,1,0.09,221,"1.0000","1.00000"
"222","GO:0055085","transmembrane transport",888,3,0.27,222,"1.0000","1.00000"
"223","GO:0071365","cellular response to auxin stimulus",141,1,0.04,223,"1.0000","1.00000"
"224","GO:0006885","regulation of pH",59,1,0.02,224,"1.0000","1.00000"
"225","GO:0031324","negative regulation of cellular metabolic process",494,2,0.15,225,"1.0000","1.00000"
"226","GO:0031327","negative regulation of cellular biosynthetic process",388,2,0.12,226,"1.0000","1.00000"
"227","GO:0034220","monoatomic ion transmembrane transport",212,2,0.07,227,"1.0000","1.00000"
"228","GO:0006873","intracellular monoatomic ion homeostasis",194,1,0.06,228,"1.0000","1.00000"
"229","GO:0033036","macromolecule localization",1212,1,0.37,229,"1.0000","1.00000"
"230","GO:0035725","sodium ion transmembrane transport",7,1,0,230,"1.0000","1.00000"
"231","GO:0010817","regulation of hormone levels",304,2,0.09,231,"1.0000","1.00000"
"232","GO:0060918","auxin transport",137,2,0.04,232,"1.0000","1.00000"
"233","GO:0045934","negative regulation of nucleobase-containing compound metabolic process",281,2,0.09,233,"1.0000","1.00000"
"234","GO:0043543","protein acylation",93,1,0.03,234,"1.0000","1.00000"
"235","GO:0006810","transport",2461,4,0.76,235,"1.0000","1.00000"
"236","GO:0030001","metal ion transport",231,2,0.07,236,"1.0000","1.00000"
"237","GO:0006811","monoatomic ion transport",374,2,0.12,237,"1.0000","1.00000"
"238","GO:0006812","monoatomic cation transport",309,2,0.1,238,"1.0000","1.00000"
"239","GO:0030003","intracellular monoatomic cation homeostasis",183,1,0.06,239,"1.0000","1.00000"
"240","GO:0006813","potassium ion transport",65,2,0.02,240,"1.0000","1.00000"
"241","GO:0051234","establishment of localization",2508,4,0.77,241,"1.0000","1.00000"
"242","GO:0019725","cellular homeostasis",331,1,0.1,242,"1.0000","1.00000"
"243","GO:0000002","mitochondrial genome maintenance",14,0,0,243,"1.0000","1.00000"
"244","GO:0000012","single strand break repair",7,0,0,244,"1.0000","1.00000"
"245","GO:0000018","regulation of DNA recombination",27,0,0.01,245,"1.0000","1.00000"
"246","GO:0000023","maltose metabolic process",6,0,0,246,"1.0000","1.00000"
"247","GO:0000027","ribosomal large subunit assembly",26,0,0.01,247,"1.0000","1.00000"
"248","GO:0000028","ribosomal small subunit assembly",27,0,0.01,248,"1.0000","1.00000"
"249","GO:0000038","very long-chain fatty acid metabolic process",40,0,0.01,249,"1.0000","1.00000"
"250","GO:0000041","transition metal ion transport",75,0,0.02,250,"1.0000","1.00000"
"251","GO:0000045","autophagosome assembly",30,0,0.01,251,"1.0000","1.00000"
"252","GO:0000054","ribosomal subunit export from nucleus",20,0,0.01,252,"1.0000","1.00000"
"253","GO:0000055","ribosomal large subunit export from nucleus",11,0,0,253,"1.0000","1.00000"
"254","GO:0000056","ribosomal small subunit export from nucleus",7,0,0,254,"1.0000","1.00000"
"255","GO:0000070","mitotic sister chromatid segregation",83,0,0.03,255,"1.0000","1.00000"
"256","GO:0000075","cell cycle checkpoint signaling",40,0,0.01,256,"1.0000","1.00000"
"257","GO:0000076","DNA replication checkpoint signaling",14,0,0,257,"1.0000","1.00000"
"258","GO:0000077","DNA damage checkpoint signaling",16,0,0,258,"1.0000","1.00000"
"259","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",54,0,0.02,259,"1.0000","1.00000"
"260","GO:0000082","G1/S transition of mitotic cell cycle",12,0,0,260,"1.0000","1.00000"
"261","GO:0000086","G2/M transition of mitotic cell cycle",33,0,0.01,261,"1.0000","1.00000"
"262","GO:0000096","sulfur amino acid metabolic process",58,0,0.02,262,"1.0000","1.00000"
"263","GO:0000097","sulfur amino acid biosynthetic process",38,0,0.01,263,"1.0000","1.00000"
"264","GO:0000103","sulfate assimilation",25,0,0.01,264,"1.0000","1.00000"
"265","GO:0000105","histidine biosynthetic process",8,0,0,265,"1.0000","1.00000"
"266","GO:0000132","establishment of mitotic spindle orientation",7,0,0,266,"1.0000","1.00000"
"267","GO:0000154","rRNA modification",40,0,0.01,267,"1.0000","1.00000"
"268","GO:0000160","phosphorelay signal transduction system",106,0,0.03,268,"1.0000","1.00000"
"269","GO:0000162","tryptophan biosynthetic process",16,0,0,269,"1.0000","1.00000"
"270","GO:0000165","MAPK cascade",18,0,0.01,270,"1.0000","1.00000"
"271","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",10,0,0,271,"1.0000","1.00000"
"272","GO:0000209","protein polyubiquitination",81,0,0.02,272,"1.0000","1.00000"
"273","GO:0000212","meiotic spindle organization",5,0,0,273,"1.0000","1.00000"
"274","GO:0000226","microtubule cytoskeleton organization",209,0,0.06,274,"1.0000","1.00000"
"275","GO:0000244","spliceosomal tri-snRNP complex assembly",5,0,0,275,"1.0000","1.00000"
"276","GO:0000245","spliceosomal complex assembly",19,0,0.01,276,"1.0000","1.00000"
"277","GO:0000266","mitochondrial fission",12,0,0,277,"1.0000","1.00000"
"278","GO:0000271","polysaccharide biosynthetic process",277,0,0.09,278,"1.0000","1.00000"
"279","GO:0000272","polysaccharide catabolic process",150,0,0.05,279,"1.0000","1.00000"
"280","GO:0000278","mitotic cell cycle",298,0,0.09,280,"1.0000","1.00000"
"281","GO:0000280","nuclear division",230,0,0.07,281,"1.0000","1.00000"
"282","GO:0000281","mitotic cytokinesis",37,0,0.01,282,"1.0000","1.00000"
"283","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",47,0,0.01,283,"1.0000","1.00000"
"284","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening",16,0,0,284,"1.0000","1.00000"
"285","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA",10,0,0,285,"1.0000","1.00000"
"286","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic",26,0,0.01,286,"1.0000","1.00000"
"287","GO:0000303","response to superoxide",16,0,0,287,"1.0000","1.00000"
"288","GO:0000304","response to singlet oxygen",10,0,0,288,"1.0000","1.00000"
"289","GO:0000305","response to oxygen radical",16,0,0,289,"1.0000","1.00000"
"290","GO:0000338","protein deneddylation",10,0,0,290,"1.0000","1.00000"
"291","GO:0000373","Group II intron splicing",29,0,0.01,291,"1.0000","1.00000"
"292","GO:0000375","RNA splicing, via transesterification reactions",247,0,0.08,292,"1.0000","1.00000"
"293","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",247,0,0.08,293,"1.0000","1.00000"
"294","GO:0000380","alternative mRNA splicing, via spliceosome",24,0,0.01,294,"1.0000","1.00000"
"295","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",10,0,0,295,"1.0000","1.00000"
"296","GO:0000387","spliceosomal snRNP assembly",24,0,0.01,296,"1.0000","1.00000"
"297","GO:0000393","spliceosomal conformational changes to generate catalytic conformation",5,0,0,297,"1.0000","1.00000"
"298","GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation",13,0,0,298,"1.0000","1.00000"
"299","GO:0000395","mRNA 5'-splice site recognition",7,0,0,299,"1.0000","1.00000"
"300","GO:0000398","mRNA splicing, via spliceosome",217,0,0.07,300,"1.0000","1.00000"
"301","GO:0000413","protein peptidyl-prolyl isomerization",29,0,0.01,301,"1.0000","1.00000"
"302","GO:0000422","autophagy of mitochondrion",20,0,0.01,302,"1.0000","1.00000"
"303","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",7,0,0,303,"1.0000","1.00000"
"304","GO:0000455","enzyme-directed rRNA pseudouridine synthesis",6,0,0,304,"1.0000","1.00000"
"305","GO:0000459","exonucleolytic trimming involved in rRNA processing",14,0,0,305,"1.0000","1.00000"
"306","GO:0000460","maturation of 5.8S rRNA",39,0,0.01,306,"1.0000","1.00000"
"307","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",38,0,0.01,307,"1.0000","1.00000"
"308","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",22,0,0.01,308,"1.0000","1.00000"
"309","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",25,0,0.01,309,"1.0000","1.00000"
"310","GO:0000467","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",14,0,0,310,"1.0000","1.00000"
"311","GO:0000469","cleavage involved in rRNA processing",28,0,0.01,311,"1.0000","1.00000"
"312","GO:0000470","maturation of LSU-rRNA",32,0,0.01,312,"1.0000","1.00000"
"313","GO:0000478","endonucleolytic cleavage involved in rRNA processing",14,0,0,313,"1.0000","1.00000"
